Subject,Session,SessionDate,SessionStartDateTimeUtc,SessionTime,StudioVersion,testEnd.DEVICE,testInstruction.DEVICE,Block,counterBalance,counterBalance.Cycle,counterBalance.Sample,Procedure[Block],Trial,consonant,isHighFreq,isTarget,Perception.DEVICE[Trial],Perception.Duration[Trial],Perception.OffsetTime[Trial],Perception.OnsetTime[Trial],Perception.RESP[Trial],Perception.RT[Trial],Perception.RTTime[Trial],Procedure[Trial],Production.DEVICE[Trial],Recording.Filename[Trial],Running[Trial],Stimuli[Trial],stressPattern,syllStr,targetWord,prodResp,isCorrect,sub_acc,wrd_acc,targetDUR,realRT,sub_rt,wrd_rt
94,1,10/25/19,10/25/19 19:46,12:46:33,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,160,dz,n,y,SRBOX,3000,1279830,1276830,,0,0,Procedure1,,,list2,bʌnʤəm,sw,cvc,bun,n,0,0.725,0.196969697,0.344165012,-344.165012,-344.165012,-344.165012
94,1,10/25/19,10/25/19 19:46,12:46:33,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,161,v,n,y,SRBOX,3000,1282930,1279930,,0,0,Procedure1,,,list2,saɫvuɫ,ss,cvcc,solve,n,0,0.725,0.272727273,0.556430897,-556.430897,-556.430897,-556.430897
94,1,10/25/19,10/25/19 19:46,12:46:33,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,167,ch,n,y,SRBOX,3000,1303580,1300580,,0,0,Procedure1,,,list2,blæntʃəb,sw,cvcc,blanch,n,0,0.725,0.136363636,0,0,0,0
94,1,10/25/19,10/25/19 19:46,12:46:33,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,170,dz,n,y,SRBOX,3000,1311574,1309863,1,1701,1311564,Procedure1,Keyboard,./recording/94_fɹɪndʒəp.wav,list2,fɹɪndʒəp,sw,cvcc,fringe,y,1,0.725,0.393939394,0.504812773,1196.187227,1196.187227,1196.187227
94,1,10/25/19,10/25/19 19:46,12:46:33,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,171,ch,n,y,SRBOX,3000,1316642,1314796,1,1836,1316632,Procedure1,SRBOX,./recording/94_lʌntʃəb.wav,list2,lʌntʃəb,sw,cvcc,lunch,y,1,0.725,0.696969697,0.352418225,1483.581775,1483.581775,912.2241663
94,1,10/25/19,10/25/19 19:46,12:46:33,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,172,ch,n,y,SRBOX,3000,1320746,1319863,1,867,1320730,Procedure1,Keyboard,./recording/94_sʌntʃəb.wav,list2,sʌntʃəb,sw,cvc,sun,y,1,0.725,0.863636364,0.474834101,392.165899,392.165899,392.165899
94,1,10/25/19,10/25/19 19:46,12:46:33,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,174,dz,n,y,SRBOX,3000,1328150,1327113,1,1037,1328150,Procedure1,SRBOX,./recording/94_laʊndʒɔɪt.wav,list2,laʊndʒɔɪt,ss,cvcc,lounge,y,1,0.725,0.787878788,0.510902365,526.097635,526.097635,526.097635
94,1,10/25/19,10/25/19 19:46,12:46:33,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,175,ch,n,y,SRBOX,3000,1334346,1331346,,0,0,Procedure1,,,list2,kɹʌntʃeɪθ,ss,cvcc,crunch,n,0,0.725,0.757575758,0.366088213,-366.088213,-366.088213,-366.088213
94,1,10/25/19,10/25/19 19:46,12:46:33,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,181,k,y,y,SRBOX,3000,1355765,1354746,1,1008,1355754,Procedure1,Keyboard,./recording/94_tʌskəv.wav,list2,tʌskəv,sw,cvcc,tusk,y,1,0.725,0.681818182,0.433919659,574.080341,574.080341,574.080341
94,1,10/25/19,10/25/19 19:46,12:46:33,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,182,th,n,y,SRBOX,3000,1360844,1358980,1,1855,1360835,Procedure1,Keyboard,./recording/94_wɪdθəm.wav,list2,wɪdθəm,sw,cvcc,width,wit,0,0.725,0.424242424,0.452556921,1402.443079,879.6091961,951.2163987
94,1,10/25/19,10/25/19 19:46,12:46:33,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,185,th,n,y,SRBOX,3000,1373075,1371963,1,1107,1373070,Procedure1,SRBOX,./recording/94_dɛpθeɪm.wav,list2,dɛpθeɪm,ss,cvcc,depth,y,1,0.725,0.818181818,0.241383025,865.616975,865.616975,865.616975
94,1,10/25/19,10/25/19 19:46,12:46:33,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,186,ch,n,y,SRBOX,3000,1377355,1376280,1,1075,1377355,Procedure1,SRBOX,./recording/94_tɛntʃæm.wav,list2,tɛntʃæm,ss,cvc,ten,y,1,0.725,0.5,0.405536344,669.463656,669.463656,669.463656
94,1,10/25/19,10/25/19 19:46,12:46:33,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,191,s,y,y,SRBOX,3000,1398955,1397930,1,1020,1398950,Procedure1,SRBOX,./recording/94_tʃænsəf.wav,list2,tʃænsəf,sw,cvcc,chance,y,1,0.725,0.636363636,0.470105266,549.894734,549.894734,549.894734
94,1,10/25/19,10/25/19 19:46,12:46:33,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,192,p,y,y,SRBOX,3000,1404572,1402163,1,2403,1404566,Procedure1,SRBOX,./recording/94_skælpæb.wav,list2,skælpæb,ss,cvcc,scalp,scale,0,0.725,0.727272727,0.675769265,1727.230735,879.6091961,942.4690913
94,1,10/25/19,10/25/19 19:46,12:46:33,3.0.3.43,SRBOX,SRBOX,18,2,2,1,counterBalance2,200,v,n,y,SRBOX,3000,1432895,1431446,1,1438,1432884,Procedure1,SRBOX,./recording/94_daɫvuɫ.wav,list2,daɫvuɫ,ss,cvc,doll,y,1,0.725,0.560606061,0.299485113,1138.514887,1138.514887,1138.514887
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,1,v,n,y,SRBOX,3000,282685,279685,,0,0,Procedure1,,,list3,daɫvəɫ,sw,cvc,doll,n,0,0.4875,0.560606061,0.440334408,-440.334408,-440.334408,-440.334408
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,9,p,y,y,SRBOX,3000,307401,305851,1,1550,307401,Procedure1,Keyboard,./recording/95_skælpəb.wav,list3,skælpəb,sw,cvcc,scalp,n,0,0.4875,0.727272727,0.610340124,939.659876,907.4213922,942.4690913
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,10,s,y,y,SRBOX,3000,313618,310618,,0,0,Procedure1,,,list3,tʃænsuf,ss,cvcc,chance,y,0,0.4875,0.636363636,0.514761905,-514.761905,-514.761905,-514.761905
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,15,ch,n,y,SRBOX,3000,331635,328635,,0,0,Procedure1,,,list3,tɛntʃəm,sw,cvc,ten,y,0,0.4875,0.5,0.370660687,-370.660687,-370.660687,-370.660687
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,16,th,n,y,SRBOX,3000,332757,331735,1,1012,332747,Procedure1,SRBOX,./recording/95_dɛpθəm.wav,list3,dɛpθəm,sw,cvcc,depth,y,1,0.4875,0.818181818,0.130570913,881.429087,881.429087,881.429087
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,19,th,n,y,SRBOX,3000,343396,342135,1,1254,343389,Procedure1,SRBOX,./recording/95_wɪdθum.wav,list3,wɪdθum,ss,cvcc,width,y,1,0.4875,0.424242424,0.446770289,807.229711,807.229711,807.229711
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,20,k,y,y,SRBOX,3000,349618,346618,,0,0,Procedure1,,,list3,tʌskɪv,ss,cvcc,tusk,y,0,0.4875,0.681818182,0.664977319,-664.977319,-664.977319,-664.977319
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,26,ch,n,y,SRBOX,3000,368274,366701,1,1573,368274,Procedure1,Keyboard,./recording/95_kɹʌntʃəθ.wav,list3,kɹʌntʃəθ,sw,cvcc,crunch,y,1,0.4875,0.757575758,0.355433817,1217.566183,1217.566183,1217.566183
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,27,dz,n,y,SRBOX,3000,374485,371485,,0,0,Procedure1,,,list3,laʊndʒət,sw,cvcc,lounge,y,0,0.4875,0.787878788,0.504859099,-504.859099,-504.859099,-504.859099
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,29,ch,n,y,SRBOX,3000,380685,377685,,0,0,Procedure1,,,list3,sʌntʃɔb,ss,cvc,sun,y,0,0.4875,0.863636364,0.456141499,-456.141499,-456.141499,-456.141499
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,30,ch,n,y,SRBOX,3000,382024,380768,1,1241,382009,Procedure1,SRBOX,./recording/95_lʌntʃɔb.wav,list3,lʌntʃɔb,ss,cvcc,lunch,y,1,0.4875,0.696969697,0.448836225,792.163775,792.163775,792.163775
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,31,dz,n,y,SRBOX,3000,388235,385235,,0,0,Procedure1,,,list3,fɹɪndʒup,ss,cvcc,fringe,y,0,0.4875,0.393939394,0.471448869,-471.448869,-471.448869,-471.448869
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,34,ch,n,y,SRBOX,3000,397485,394485,,0,0,Procedure1,,,list3,blæntʃɛb,ss,cvcc,blanch,y,0,0.4875,0.136363636,0.301386207,-301.386207,-301.386207,-301.386207
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,40,v,n,y,SRBOX,3000,415985,412985,,0,0,Procedure1,,,list3,saɫvəɫ,sw,cvcc,solve,n,0,0.4875,0.272727273,0.480247936,-480.247936,-480.247936,-480.247936
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,41,dz,n,y,SRBOX,3000,419068,416068,,0,0,Procedure1,,,list3,bʌnʤam,ss,cvc,bun,n,0,0.4875,0.196969697,0.533254863,-533.254863,-533.254863,-533.254863
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,42,k,y,y,SRBOX,3000,420174,419151,1,1022,420173,Procedure1,SRBOX,./recording/95_kɪskɛl.wav,list3,kɪskɛl,ss,cvc,kiss,y,1,0.4875,0.909090909,0.41178617,610.21383,610.21383,610.21383
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,43,k,y,y,SRBOX,3000,424944,423368,1,1572,424940,Procedure1,Keyboard,./recording/95_plʌskiv.wav,list3,plʌskiv,ss,cvc,plus,y,1,0.4875,0.666666667,0.602286633,969.713367,969.713367,969.713367
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,46,p,y,y,SRBOX,3000,435894,434368,1,1512,435880,Procedure1,Keyboard,./recording/95_nʌmpædʒ.wav,list3,nʌmpædʒ,ss,cvc,numb,y,1,0.4875,0.53030303,0.498357651,1013.642349,1013.642349,1013.642349
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,47,dz,n,y,SRBOX,3000,442135,439135,,0,0,Procedure1,,,list3,gɹʌnʤəm,sw,cvcc,grunge,y,0,0.4875,0.454545455,0.396664719,-396.664719,-396.664719,-396.664719
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,48,th,n,y,SRBOX,3000,443394,442201,1,1186,443387,Procedure1,SRBOX,./recording/95_kɪdθum.wav,list3,kɪdθum,ss,cvc,kid,y,1,0.4875,0.863636364,0.395836814,790.163186,790.163186,790.163186
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,50,th,n,y,SRBOX,3000,451303,449701,1,1588,451289,Procedure1,SRBOX,./recording/95_fɪfθaʊm.wav,list3,fɪfθaʊm,ss,cvcc,fifth,n,0,0.4875,0.560606061,0.527940664,1060.059336,907.4213922,1071.846481
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,54,th,n,y,SRBOX,3000,466785,463785,,0,0,Procedure1,,,list3,stɛlθaum,ss,cvcc,stealth,y,0,0.4875,0.5,0.555694706,-555.694706,-555.694706,-555.694706
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,62,p,y,y,SRBOX,3000,494251,491251,,0,0,Procedure1,,,list3,skʌɫpən,sw,cvc,skull,y,0,0.4875,0.5,0.438906803,-438.906803,-438.906803,-438.906803
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,64,k,y,y,SRBOX,3000,500418,497418,,0,0,Procedure1,,,list3,fɪɫkəθ,sw,cvc,fill,n,0,0.4875,0.318181818,0.379301806,-379.301806,-379.301806,-379.301806
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,68,k,y,y,SRBOX,3000,514114,512835,1,1264,514099,Procedure1,SRBOX,./recording/95_gæskəʤ.wav,list3,gæskəʤ,sw,cvc,gas,y,1,0.4875,0.848484848,0.385228403,878.771597,878.771597,878.771597
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,70,ch,n,y,SRBOX,3000,521753,520468,1,1279,521747,Procedure1,SRBOX,./recording/95_gɔntʃeθ.wav,list3,gɔntʃeθ,ss,cvc,gone,y,1,0.4875,0.575757576,0.399532384,879.467616,879.467616,879.467616
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,71,k,y,y,SRBOX,3000,527985,524985,,0,0,Procedure1,,,list3,tɹʌŋkəm,sw,cvcc,trunk,y,0,0.4875,0.757575758,0.446801259,-446.801259,-446.801259,-446.801259
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,72,ch,n,y,SRBOX,3000,529924,528068,1,1841,529909,Procedure1,Keyboard,./recording/95_plæntʃɛb.wav,list3,plæntʃɛb,ss,cvcc,plant,plan,0,0.4875,0.318181818,0.491713802,1349.286198,907.4213922,980.0315037
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,73,p,y,y,SRBOX,3000,536135,533135,,0,0,Procedure1,,,list3,tʃæmpoʊʃ,ss,cvcc,champ,n,0,0.4875,0.5,0.598037684,-598.037684,-598.037684,-598.037684
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,75,dz,n,y,SRBOX,3000,540533,539285,1,1237,540522,Procedure1,SRBOX,./recording/95_lʌndʒeɪb.wav,list3,lʌndʒeɪb,ss,cvcc,lunge,y,1,0.4875,0.621212121,0.457308404,779.691596,779.691596,779.691596
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,76,k,y,y,SRBOX,3000,545363,543785,1,1566,545351,Procedure1,SRBOX,./recording/95_glæskɛθ.wav,list3,glæskɛθ,ss,cvc,glass,y,1,0.4875,0.893939394,0.630500926,935.499074,935.499074,935.499074
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,78,sh,n,y,SRBOX,3000,554685,551685,,0,0,Procedure1,,,list3,hɔɹʃəb,sw,cvcc,harsh,y,0,0.4875,0.575757576,0.463977829,-463.977829,-463.977829,-463.977829
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,80,p,y,y,SRBOX,3000,560835,557835,,0,0,Procedure1,,,list3,pʌmpaʊdʒ,ss,cvcc,pump,n,0,0.4875,0.636363636,0.448161285,-448.161285,-448.161285,-448.161285
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,82,k,y,y,SRBOX,3000,565194,564018,1,1166,565184,Procedure1,SRBOX,./recording/95_fʌskəʤ.wav,list3,fʌskəʤ,sw,cvc,fuss,y,1,0.4875,0.424242424,0.463196101,702.803899,702.803899,702.803899
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,86,k,y,y,SRBOX,3000,580454,579268,1,1177,580445,Procedure1,SRBOX,./recording/95_tæskɛθ.wav,list3,tæskɛθ,ss,cvcc,task,y,1,0.4875,0.833333333,0.525337475,651.662525,651.662525,651.662525
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,89,dz,n,y,SRBOX,3000,592835,589835,,0,0,Procedure1,,,list3,pɪnʤəp,sw,cvc,pin,y,0,0.4875,0.712121212,0.381340246,-381.340246,-381.340246,-381.340246
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,96,s,y,y,SRBOX,3000,614518,611518,,0,0,Procedure1,,,list3,ɹɪnsəf,sw,cvcc,rinse,y,0,0.4875,0.606060606,0.465474253,-465.474253,-465.474253,-465.474253
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,97,dz,n,y,SRBOX,3000,616803,614651,1,2138,616789,Procedure1,Keyboard,./recording/95_kɹɪnʤeɪp.wav,list3,kɹɪnʤeɪp,ss,cvcc,cringe,y,1,0.4875,0.681818182,0.52148157,1616.51843,907.4213922,1616.51843
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,100,k,y,y,SRBOX,3000,629168,626168,,0,0,Procedure1,,,list3,pɹɛskɛp,ss,cvc,press,y,0,0.4875,0.636363636,0.478091729,-478.091729,-478.091729,-478.091729
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,101,k,y,y,SRBOX,3000,630893,629268,1,1616,630884,Procedure1,Keyboard,./recording/95_θæŋkuf.wav,list3,θæŋkuf,ss,cvcc,thank,y,1,0.4875,0.636363636,0,1616,907.4213922,1616
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,102,ch,n,y,SRBOX,3000,637135,634135,,0,0,Procedure1,,,list3,tʌntʃəp,sw,cvc,ton,y,0,0.4875,0.196969697,0.372240634,-372.240634,-372.240634,-372.240634
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,104,k,y,y,SRBOX,3000,641514,640318,1,1190,641508,Procedure1,SRBOX,./recording/95_gæŋkəf.wav,list3,gæŋkəf,sw,cvc,gang,y,1,0.4875,0.409090909,0.313871461,876.128539,876.128539,876.128539
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,106,k,y,y,SRBOX,3000,650818,647818,,0,0,Procedure1,,,list3,staɹkəp,sw,cvc,star,y,0,0.4875,0.727272727,0.48584401,-485.84401,-485.84401,-485.84401
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,108,k,y,y,SRBOX,3000,657434,655601,1,1817,657418,Procedure1,SRBOX,./recording/95_bʌɫkəθ.wav,list3,bʌɫkəθ,sw,cvcc,bulk,y,1,0.4875,0.681818182,0.541645052,1275.354948,1275.354948,1275.354948
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,109,th,n,y,SRBOX,3000,661857,660668,1,1183,661851,Procedure1,SRBOX,./recording/95_mʌnθəm.wav,list3,mʌnθəm,sw,cvcc,month,y,1,0.4875,0.515151515,0.42644936,756.55064,756.55064,756.55064
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,112,p,y,y,SRBOX,3000,672484,671251,1,1223,672474,Procedure1,SRBOX,./recording/95_lʌmpədʒ.wav,list3,lʌmpədʒ,sw,cvcc,lump,y,1,0.4875,0.772727273,0.396427707,826.572293,826.572293,826.572293
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,114,k,y,y,SRBOX,3000,680004,678818,1,1184,680002,Procedure1,Keyboard,./recording/95_mɪɫkəθ.wav,list3,mɪɫkəθ,sw,cvcc,milk,y,1,0.4875,0.939393939,0.445414068,738.585932,738.585932,738.585932
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,115,s,y,y,SRBOX,3000,686235,683235,,0,0,Procedure1,,,list3,gʌɫsəm,sw,cvc,gull,n,0,0.4875,0.196969697,0.271428355,-271.428355,-271.428355,-271.428355
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,116,dz,n,y,SRBOX,3000,687336,686318,1,1018,687336,Procedure1,SRBOX,./recording/95_taʊnʤɔɪt.wav,list3,taʊnʤɔɪt,ss,cvc,town,y,1,0.4875,0.803030303,0.449299299,568.700701,568.700701,568.700701
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,117,k,y,y,SRBOX,3000,693551,690551,,0,0,Procedure1,,,list3,dʌɫkæθ,ss,cvc,dull,n,0,0.4875,0.181818182,0.331808724,-331.808724,-331.808724,-331.808724
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,118,k,y,y,SRBOX,3000,696635,693635,,0,0,Procedure1,,,list3,hʌskəv,sw,cvcc,husk,y,0,0.4875,0.515151515,0.603452071,-603.452071,-603.452071,-603.452071
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,122,p,y,y,SRBOX,3000,709323,707568,1,1753,709321,Procedure1,SRBOX,./recording/95_skʌmpaʊdʒ.wav,list3,skʌmpaʊdʒ,ss,cvc,skum,y,1,0.4875,0.333333333,0.604285937,1148.714063,1148.714063,1148.714063
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,124,s,y,y,SRBOX,3000,718635,715635,,0,0,Procedure1,,,list3,pʌɫsɔm,ss,cvcc,pulse,pull,0,0.4875,0.333333333,0.413295194,-413.295194,-413.295194,-413.295194
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,128,ch,n,y,SRBOX,3000,733551,730551,,0,0,Procedure1,,,list3,stɔntʃəθ,sw,cvcc,staunch,y,0,0.4875,0.212121212,0.554073654,-554.073654,-554.073654,-554.073654
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,129,sh,n,y,SRBOX,3000,734692,733618,1,1074,734692,Procedure1,SRBOX,./recording/95_skɔɹʃɔb.wav,list3,skɔɹʃɔb,ss,cvc,scar,y,1,0.4875,0.909090909,0.453051312,620.948688,620.948688,620.948688
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,133,dz,n,y,SRBOX,3000,748294,747151,1,1129,748280,Procedure1,Keyboard,./recording/95_ʧɪnʤəp.wav,list3,ʧɪnʤəp,sw,cvc,chin,y,1,0.4875,0.515151515,0.499500178,629.499822,629.499822,629.499822
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,135,k,y,y,SRBOX,3000,755738,754618,1,1109,755727,Procedure1,Keyboard,./recording/95_rɪskɛl.wav,list3,rɪskɛl,ss,cvcc,risk,y,1,0.4875,0.787878788,0.441955454,667.044546,667.044546,667.044546
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,136,k,y,y,SRBOX,3000,760403,758951,1,1452,760403,Procedure1,SRBOX,./recording/95_daɹkəp.wav,list3,daɹkəp,sw,cvc,dark,y,1,0.4875,0.878787879,0.483409725,968.590275,968.590275,968.590275
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,142,th,n,y,SRBOX,3000,781514,780435,1,1063,781498,Procedure1,Keyboard,./recording/95_stɛpθəm.wav,list3,stɛpθəm,sw,cvc,step,y,1,0.4875,0.909090909,0.586941219,476.058781,476.058781,476.058781
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,143,p,y,y,SRBOX,3000,787735,784735,,0,0,Procedure1,,,list3,pʌɫpən,sw,cvcc,pulp,y,0,0.4875,0.651515152,0.421217752,-421.217752,-421.217752,-421.217752
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,144,ch,n,y,SRBOX,3000,790818,787818,,0,0,Procedure1,,,list3,fɹɛntʃɔɪb,ss,cvcc,french,n,0,0.4875,0.121212121,0.425364063,-425.364063,-425.364063,-425.364063
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,145,k,y,y,SRBOX,3000,793885,790885,,0,0,Procedure1,,,list3,kʌskɪv,ss,cvc,cuss,n,0,0.4875,0.136363636,0.440452309,-440.452309,-440.452309,-440.452309
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,149,k,y,y,SRBOX,3000,804344,803235,1,1103,804338,Procedure1,Keyboard,./recording/95_dɛskəp.wav,list3,dɛskəp,sw,cvcc,desk,y,1,0.4875,0.803030303,0.505215414,597.784586,597.784586,597.784586
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,151,ch,n,y,SRBOX,3000,813635,810635,,0,0,Procedure1,,,list3,bɹʌntʃəp,sw,cvcc,brunch,n,0,0.4875,0.272727273,0.354925173,-354.925173,-354.925173,-354.925173
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,152,k,y,y,SRBOX,3000,815083,813735,1,1342,815077,Procedure1,Keyboard,./recording/95_dʌskəʤ.wav,list3,dʌskəʤ,sw,cvcc,dusk,y,1,0.4875,0.484848485,0.571603642,770.396358,770.396358,770.396358
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,162,p,y,y,SRBOX,3000,849914,848768,1,1145,849913,Procedure1,Keyboard,./recording/95_slæmpoʊʃ.wav,list3,slæmpoʊʃ,ss,cvc,slam,y,1,0.4875,0.560606061,0.508322894,636.677106,636.677106,636.677106
95,1,10/31/19,,15:57:34,3.0.3.43,SRBOX,SRBOX,18,3,2,1,counterBalance3,163,s,y,y,SRBOX,3000,854673,853118,1,1548,854666,Procedure1,SRBOX,./recording/95_kænsuf.wav,list3,kænsuf,ss,cvc,can,y,1,0.4875,0.545454545,0.356400755,1191.599245,786.6884603,1191.599245
